release_year,title,popularity
2007,Year of the Dog,2.187418
2006,Thr3e,1.724012
2005,The Rocket: The Legend of Rocket Richard,0.860734
2006,Diggers,3.662818
2006,The Ex,5.976385
2004,Woman Is the Future of Man,1.345288
2006,Paprika,7.128022
2006,The Flying Scotsman,2.228211
1935,Sylvia Scarlett,1.094282
1951,Fixed Bayonets!,3.183964
2006,Syndromes and a Century,1.851507
2006,Red Road,11.054764
1985,The Adventures of Mark Twain,2.03644
2003,At Five in the Afternoon,0.336821
2006,Day Watch,7.42908
2006,This Is England,2.514638
2004,One Night in Mongkok,1.294122
2006,Away from Her,6.157162
2007,Knocked Up,9.058516
2007,Hairspray,7.768045
2006,Zidane - A 21st Century Portrait,0.610932
1981,The Prodigal Son,0.368264
2007,28 Weeks Later,12.884191
2007,Georgia Rule,7.281643
2007,Delta Farce,7.472887
1984,Wheels on Meals,7.068829
2006,Jonestown: The Life and Death of Peoples Temple,0.870182
1932,Red Dust,1.108833
2006,Desperation,3.636449
1965,Tokyo Olympiad,0.643658
1949,Caught,1.580085
2006,Blood Trails,0.583192
2007,Shrek the Third,14.072479
2007,Once,10.357064
2007,Pirates of the Caribbean: At World's End,31.363664
2006,Bug,5.911303
2007,Mr. Brooks,7.423812
2007,Rise: Blood Hunter,4.482739
2007,Gracie,2.961621
2006,The Librarian: Return to King Solomon's Mines,12.49401
2004,The Librarian: Quest for the Spear,6.992152
2006,Fay Grim,5.052905
1951,The Man from Planet X,1.199625
2007,Zoo,2.168812
2006,"I'm a Cyborg, But That's OK",4.369975
2006,Dragon Tiger Gate,4.154861
2007,Eagle vs Shark,5.327507
2007,88 Minutes,8.552967
1959,The Great War,2.763792
2006,The Breed,4.148276
2006,Day Night Day Night,0.278551
2006,Cashback,10.158533
2007,Ocean's Thirteen,12.16276
2006,Them,4.692506
2006,Flanders,0.446475
2006,Ten Canoes,1.372493
2006,Satan,3.620977
1999,Sun Alley,3.767086
1992,Godzilla vs. Mothra,1.838219
1995,Godzilla vs. Destoroyah,2.672437
1991,Godzilla vs. King Ghidorah,1.541436
1943,The Ghost Ship,0.872846
1944,Experiment Perilous,0.661871
2001,GO,1.416314
2006,Alone With Her,2.392367
2007,Hostel: Part II,8.916747
1940,Remember the Night,1.996129
2007,Paranoid Park,6.198003
1980,The Legend of Sleepy Hollow,1.650688
1978,Starcrash,1.986584
2007,Surf's Up,11.526339
2007,Fantastic 4: Rise of the Silver Surfer,12.924254
2007,Nancy Drew,5.172308
2006,Fido,5.284805
2005,L'iceberg,0.038843
2006,Who the #$&% Is Jackson Pollock?,0.247659
2007,Death Proof,13.412137
1953,Robot Monster,0.892476
2006,Rescue Dawn,9.604564
1940,The Blue Bird,0.73103
1935,The Wedding Night,0.567427
2005,The Moguls,7.11869
2006,The TV Set,4.681832
2006,The Valet,7.696023
1939,Dodge City,2.53549
2005,The Mistress of Spices,2.286543
2006,Four Minutes,7.505997
2004,In Your Hands,1.580642
2005,Once You're Born You Can No Longer Hide,1.359507
1967,The Night of the Generals,12.061386
2006,Comedy of Power,1.133439
2006,Silk,2.230957
2004,Breaking News,3.1055
2007,In Search of a Midnight Kiss,1.573576
1985,Alice in Wonderland,3.794133
1956,The Mystery of Picasso,0.432432
2006,Exiled,8.311721
2006,Bring It On: All or Nothing,0.316359
1976,Sybil,1.899992
1967,David Holzman's Diary,0.177696
1954,Journey to Italy,4.092146
1992,Swoon,0.003013
1997,East Side Story,0.037099
1954,Knock On Wood,0.872895
1985,O.C. and Stiggs,2.354286
1973,The Homecoming,0.950147
1999,The Woman Chaser,0.531492
1990,Uranus,0.689138
1991,American Friends,0.003553
1920,Within Our Gates,0.769742
1957,Johnny Tremain,1.403067
1992,Alan & Naomi,0.904809
2007,Goal! II: Living the Dream,4.59233
1983,Still Smokin,3.767872
1969,Putney Swope,2.500992
2004,The Power of Nightmares,1.249407
2007,The Trials Of Darryl Hunt,0.153671
1973,O Lucky Man!,1.028117
2007,Sicko,6.766086
2004,Popular Music,0.988777
2006,Awesome; I Fuckin' Shot That!,0.220449
1956,Tea and Sympathy,1.069177
1939,The Man in the Iron Mask,0.838302
2007,A Mighty Heart,16.770196
2007,1408,9.196884
2007,Death at a Funeral,8.832907
2007,Clubland,1.174855
1983,High Road to China,2.738
2007,Live Free or Die Hard,14.886039
2007,License to Wed,7.102076
2007,Evening,2.291288
2007,Evan Almighty,9.156877
2007,Transformers,5.587707
2007,Captivity,8.687797
2007,Harry Potter and the Order of the Phoenix,21.3643
2007,I Now Pronounce You Chuck & Larry,6.645799
1964,Bedtime Story,0.341946
1974,McQ,1.589822
1985,The Mean Season,6.473842
1993,Back in Action,0.499475
1985,Heart of the Dragon,2.301717
2007,Arn: The Knight Templar,7.294411
2006,Driving Lessons,5.511184
2006,First Snow,4.782755
1950,Broken Arrow,8.83625
2006,The Last Time,3.587239
2006,Re-cycle,3.062052
1958,No Time For Sergeants,1.306304
2006,Manufactured Landscapes,1.170876
2007,Across the Universe,9.161581
2007,Broken English,1.798357
2007,Brand Upon the Brain! A Remembrance in 12 Chapters,1.547591
1992,Boris and Natasha,0.768828
1969,The Sterile Cuckoo,0.454271
1986,When the Wind Blows,3.933121
1930,The Dawn Patrol,0.578592
1935,The Lives of a Bengal Lancer,0.40855
2005,The Piano Tuner of Earthquakes,2.933613
2007,A Dog's Breakfast,9.17962
2004,Dorian Blues,2.288041
2006,Come Early Morning,4.834354
2007,Hot Rod,6.117846
2007,Stardust,14.784525
1964,Murder Most Foul,3.119101
2007,Who's Your Caddy?,1.197217
2006,Skinwalkers,10.069946
2007,The Simpsons Movie,14.302911
2007,I Know Who Killed Me,4.961439
2007,No Reservations,9.672317
2007,Underdog,7.674338
2008,Charlie Bartlett,6.135652
2006,El cantante,1.904593
2007,The Bourne Ultimatum,18.173269
2007,Bratz,9.033651
1960,Cruel Story of Youth,1.374058
2005,La Sierra,0.298019
2006,My Best Friend,7.37236
2007,You Kill Me,4.725299
2006,Wild Tigers I Have Known,0.854778
2005,Reincarnation,4.693567
2005,China Blue,0.517793
2006,Tell No One,10.239074
2007,Man's Job,0.845714
1933,Morning Glory,1.376116
2004,Czech Dream,0.919556
2006,12:08 East of Bucharest,1.764346
1972,All the Way Boys,6.100067
1984,Teachers,2.275641
1962,Jack the Giant Killer,5.397223
2006,If I Were You,2.926799
1978,The Manitou,1.664737
1951,Miss Julie,1.068448
2007,Superbad,16.205105
2007,Arctic Tale,1.499028
2007,Joshua,6.941735
2007,Talk to Me,7.960831
2005,Princesses,2.923859
2006,The Tripper,2.030435
1948,Command Decision,0.803021
2005,The Cave of the Yellow Dog,1.903911
1994,Abraham,1.888149
2005,The Young Lieutenant,1.316087
1966,"Kill Baby, Kill",2.230793
2006,The War Tapes,0.273694
2007,Resurrecting the Champ,7.451281
2007,American Pastime,0.612093
2005,The Brice Man,5.079756
2007,Moliere,4.821828
2007,Rush Hour 3,9.718111
1992,1991: The Year Punk Broke,1.682201
2007,The Last Legion,8.920545
2004,The Last Casino,1.872955
2006,Lady Chatterley,1.963102
1963,Under the Yum-Yum Tree,0.83878
2007,Balls of Fury,5.325766
2007,Sydney White,6.463883
2007,The Kingdom,13.842333
2007,Wind Chill,5.944181
2007,Rocket Science,3.563126
2006,TerrorStorm: A History of Government-Sponsored Terrorism,0.563891
2007,Daddy Day Camp,5.414213
2007,The Invasion,5.228837
2007,War,12.077833
2007,Illegal Tender,1.689926
2007,The Nanny Diaries,6.764056
2007,September Dawn,1.676016
2007,Halloween,11.607678
2007,Death Sentence,6.612175
2007,2 Days in Paris,6.653254
2005,Do You Like Hitchcock?,1.002443
1947,Brighton Rock,2.353181
1976,Keoma,2.739487
1967,Face to Face,0.688316
1968,The Mercenary,1.06013
2007,The King of Kong,5.376821
2004,The Wool Cap,0.012693
2007,Taxi 4,10.442485
2006,Behind the Mask: The Rise of Leslie Vernon,5.241144
1943,Victory Through Air Power,0.914238
2007,The Brothers Solomon,7.985172
2006,Bordertown,7.814821
2007,The Nines,5.491963
1965,Die! Die! My Darling!,1.852079
2007,Hunting and Gathering,6.532872
2008,New Wave,0.15538
2007,The Good Night,8.031164
1974,"Watch Out, We're Mad",5.244333
2004,Stories of Lost Souls,0.748956
2007,Planet Terror,10.370384
2007,3:10 to Yuma,18.079094
2007,Shoot 'Em Up,7.259086
2007,The Ten,3.902162
2002,An Evening with Kevin Smith,2.241764
1996,Gotti,1.189465
1949,Bitter Rice,2.460003
2005,Fierce People,8.695263
2007,Atonement,8.913338
2006,Daft Punk's Electroma,2.129522
2007,My Winnipeg,2.353003
2006,Requiem,2.457138
2007,"4 Months, 3 Weeks and 2 Days",9.990406
2007,No End in Sight,1.987795
2006,Mercenary for Justice,2.998537
1967,Far from the Madding Crowd,4.377296
2007,The Brave One,11.8027
2007,In the Valley of Elah,9.604552
2006,Rang De Basanti,4.102052
2007,I Could Never Be Your Woman,11.414893
1933,Design for Living,2.063066
2007,December Boys,4.661689
2007,Shanghai Kiss,6.397927
2007,The Hunting Party,5.178628
2007,Eastern Promises,9.897909
2000,27 Missing Kisses,0.82155
2007,Brooklyn Rules,2.942202
2007,An Unreasonable Man,0.576198
1979,Vengeance Is Mine,1.753258
2006,Tekkonkinkreet,7.020628
2007,In the Shadow of the Moon,2.367893
2006,Stephanie Daley,6.196999
2006,Love and Other Disasters,5.630199
2007,The Contractor,3.013828
2007,Interview,3.518929
2007,The Death and Life of Bobby Z,10.77166
2006,Private Fears in Public Places,0.977421
1955,House of Bamboo,2.839764
2007,Resident Evil: Extinction,3.009134
2007,Mr. Woodcock,9.461012
2007,Good Luck Chuck,7.456047
2007,Into the Wild,15.423538
2007,The Game Plan,9.627676
2007,"Lust, Caution",6.96177
2007,Feast of Love,5.993691
2007,Postal,13.441185
2007,The Seeker: The Dark Is Rising,6.627076
2007,The Heartbreak Kid,9.149612
2007,Dan in Real Life,8.936547
2007,The Darjeeling Limited,6.493474
2007,We Own the Night,7.572144
2007,Elizabeth: The Golden Age,7.608243
2007,Michael Clayton,7.857078
2007,Sleuth,7.612498
2007,Lars and the Real Girl,8.025118
2007,30 Days of Night,8.764548
2007,Rendition,13.482558
2007,Things We Lost in the Fire,11.446274
2007,Reservation Road,4.368639
2007,Gone Baby Gone,6.148516
2007,The Comebacks,3.324966
2007,Weirdsville,1.817658
2006,The Dog Problem,1.852095
2006,Relative Strangers,2.219063
2006,Alien Autopsy,11.409916
2007,Straightheads,5.112618
2006,Climates,2.145564
2007,The Assassination of Jesse James by the Coward Robert Ford,10.111313
1961,Chronicle of a Summer,0.405373
1950,The Breaking Point,1.826074
1965,The Nanny,1.433802
2006,10th & Wolf,3.034823
2007,Beaufort,2.449338
2006,Civic Duty,1.321251
2007,The Killing Floor,1.604539
2007,Irina Palm,2.350677
2007,I'm Reed Fish,3.305844
1956,Between Heaven and Hell,0.866993
2007,The Final Season,1.053739
2007,Persepolis,9.537501
2007,Control,8.00969
2007,The Jane Austen Book Club,10.061477
1986,...And the Pursuit of Happiness,0.139649
2006,Frost Bite,2.068292
2003,Jonny Vang,0.195557
2002,Graveyard of Honor,1.955441
2006,"Wood & Stock: Sexo, Orégano e Rock'n'Roll",0.003852
2007,Fugitive Pieces,1.048087
2007,Outlaw,2.719018
1960,Les Bonnes Femmes,0.696824
2006,The Last Winter,4.320642
2007,Silk,4.193073
1971,"Mary, Queen of Scots",5.143399
1944,Can't Help Singing,0.2644
2006,I Want Someone to Eat Cheese With,1.270102
2007,Manufacturing Dissent,0.259428
2006,Black Sheep,7.434577
2007,The Edge of Heaven,10.083019
2007,Why Did I Get Married?,2.016044
2007,Saw IV,12.233863
2008,My Mom's New Boyfriend,3.70379
2007,For the Bible Tells Me So,1.032566
1999,Gemini,2.108623
1932,The Monster Walks,0.136451
1979,Scum,3.413463
1980,Return to the 36th Chamber,2.609107
2007,Full of It,5.569036
1941,The Sea Wolf,0.682129
1986,Valhalla,1.588153
2006,The City of Violence,8.907871
2007,My Kid Could Paint That,1.258634
1989,"Dawn Breaks, Which Is No Small Thing",1.197692
2007,Secret Sunshine,2.899364
1949,The Reckless Moment,1.588895
2007,Elite Squad,10.759577
2006,The Year My Parents Went On Vacation,1.120365
2007,King of California,13.088825
2007,Martian Child,5.038252
2007,Flight of the Living Dead: Outbreak on a Plane,1.944796
1993,Last Hero in China,1.567115
2005,All Souls Day: Dia de los Muertos,0.826307
2004,Decoys,2.855757
1979,Chilly Scenes of Winter,0.009192
2007,American Gangster,9.644542
2007,Bee Movie,8.774374
2004,Citizen Dog,1.147208
2007,Before the Devil Knows You're Dead,9.309967
2007,The Diving Bell and the Butterfly,11.090265
2007,No Country for Old Men,15.565484
2005,Ripley Under Ground,2.591725
2008,Be Kind Rewind,4.848692
2007,Itty Bitty Titty Committee,1.833892
2007,Crazy Love,0.614455
1947,The Fugitive,0.462747
2006,Azur & Asmar: The Princes' Quest,5.235633
2007,August Rush,8.874048
1974,Space Is the Place,0.004763
1935,The Dawn Rider,1.228535
1955,The Desperate Hours,10.160986
2007,"You, the Living",3.253596
2007,The Man from Earth,9.29906
2006,No Mercy for the Rude,1.486349
1968,Hellfighters,2.332425
2007,Lions for Lambs,5.80986
2007,Fred Claus,5.502098
2007,Beowulf,9.951195
2007,Mr. Magorium's Wonder Emporium,8.696467
2007,Love in the Time of Cholera,5.20735
2006,Southland Tales,6.242588
2001,Ever Since the World Ended,0.347644
1970,The American Soldier,0.923108
2006,An Evening with Kevin Smith 2: Evening Harder,5.270747
1952,Kansas City Confidential,1.7951
1995,Harrison Bergeron,1.42682
2006,5ive Girls,3.148351
2007,Rails & Ties,7.625656
2007,Darfur Now,0.894568
2006,Heavens Fall,0.527074
2006,I Served the King of England,1.739765
1935,Texas Terror,1.464799
2007,Murder Party,2.72115
2007,Smiley Face,3.799281
2007,12,6.975759
2007,XXY,3.420817
1951,The Steel Helmet,5.112386
2007,Endgame: Blueprint for Global Enslavement,0.90203
2006,Blame It on Fidel!,1.871922
2007,The Mist,8.435642
2007,Enchanted,11.447798
2007,Hitman,13.765241
2007,This Christmas,2.501209
2007,P2,9.276709
2007,Om Shanti Om,4.384156
2007,Awake,7.076062
2007,The Golden Compass,11.481379
2007,I Am Legend,11.379355
2007,Alvin and the Chipmunks,11.805233
2007,Futurama: Bender's Big Score,5.32979
1968,Symbiopsychotaxiplasm: Take One,0.697838
2007,Margot at the Wedding,9.374829
2007,I'm Not There.,9.351557
1992,Beyond The Law,3.968731
1941,The Shepherd of the Hills,0.977858
2001,As Far As My Feet Will Carry Me,1.893561
2007,The Savages,4.546164
2007,Wrong Turn 2: Dead End,16.34615
2007,The Orphanage,16.213592
1941,That Hamilton Woman,1.706833
2007,Juno,11.791591
2007,Goodbye Bafana,10.480169
1957,Tokyo Twilight,1.112972
2006,Maxed Out,0.682081
2007,My Blueberry Nights,11.119593
1969,The Swimming Pool,3.303818
2005,Cake,14.571699
2005,Day of the Dead 2: Contagium,1.343377
2004,Ma Mère,2.934065
2004,Noise,0.039073
1998,Party Monster: The Shockumentary,0.626864
2004,Return to Sender,2.463468
2006,"Buy the Ticket, Take the Ride",1.348899
2007,Starting Out in the Evening,1.161496
2007,Redacted,3.494388
2006,Suicide Killers,0.038824
2007,The Devil Came on Horseback,0.431719
1986,All Passion Spent,0.489913
2006,The Treatment,2.78291
2006,10 Questions for the Dalai Lama,0.721105
2007,Helvetica,4.776619
2005,Mary,0.953421
2006,Journey from the Fall,0.044561
2007,The War on Democracy,1.039916
2007,The Bucket List,9.070643
2007,Fall from Grace,0.411575
1944,Between Two Worlds,10.138589
2007,The Kite Runner,5.970067
1973,Sex and Fury,2.647596
2005,Regular Lovers,0.913632
2005,Allegro,0.462846
2007,The Deaths of Ian Stone,6.86365
2005,Commune,0.301732
1922,Robin Hood,0.611926
2005,Train Man,0.703244
2007,Butterfly on a Wheel,8.809053
1964,Seduced and Abandoned,2.285155
2007,The Go-Getter,4.555069
2006,The Hamiltons,6.47037
1991,Close My Eyes,1.404434
2007,The Flock,11.635191
2006,The Maidens' Conspiracy,2.282189
2006,Wristcutters: A Love Story,5.213094
2006,Vitus,2.233166
2002,Joe and Max,1.669115
2006,Longford,5.044132
2006,The Big Bad Swim,1.231994
2007,Sweeney Todd: The Demon Barber of Fleet Street,10.038401
2007,National Treasure: Book of Secrets,12.854373
2006,I Don't Want to Sleep Alone,0.889404
2007,There Will Be Blood,8.200627
1971,W.R. - Mysteries of the Organism,1.721716
2007,Charlie Wilson's War,9.979162
1973,The Train Robbers,5.077346
2007,Aliens vs Predator: Requiem,10.793324
2007,Walk Hard: The Dewey Cox Story,7.219935
2006,Pledge This!,9.867616
2006,As You Like It,2.918684
2007,Rabbit Without Ears,6.370074
1991,Ricochet,5.462639
2006,Drained,0.623789
2005,Chicks With Sticks,0.373488
2007,The Great Debaters,8.735448
2005,Mongolian Ping Pong,0.221652
2007,Dedication,2.082066
2007,The Water Horse,5.083211
2007,Battlestar Galactica: Razor,4.944294
1999,The Mission,1.531916
2007,P.S. I Love You,10.304881
2007,The Perfect Holiday,1.380701
2008,27 Dresses,10.342202
1972,Savages,0.417636
1954,The Mad Magician,1.640884
2007,Nanking,2.00717
1964,The Pumpkin Eater,0.442331
1996,Things I Never Told You,0.485874
2003,Killing Words,0.820094
2001,Lavoura Arcaica,0.652255
1964,Santa Claus Conquers the Martians,1.66793
2005,Two Sons of Francisco,1.96214
1958,Equinox Flower,1.453332
2007,Cassandra's Dream,6.062873
2006,10.5: Apocalypse,2.80335
2005,The Mostly Unfabulous Social Life of Ethan Green,0.767631
2007,Taare Zameen Par,6.093304
1964,Lemonade Joe,1.112431
2007,Dragon Wars: D-War,6.280906
2006,LOL,0.630599
2007,The Band's Visit,9.410107
2007,In Between Days,0.827035
2007,[REC],8.504511
2006,.45,9.785051
1970,And Soon the Darkness,1.306094
2005,God Save the King,0.635704
2007,In the Name of the King: A Dungeon Siege Tale,6.502566
2007,Flawless,6.496913
2004,Live-In Maid,0.9422
2006,Along the Ridge,0.868057
2008,Cloverfield,12.868098
2008,Mad Money,5.297017
2006,The Detonator,2.306707
2007,Trade,13.033004
2007,Cleaner,8.351152
1968,"Rachel, Rachel",1.464778
2006,Hatchet,8.956081
2007,Blonde Ambition,2.546359
1976,Welcome to L.A.,1.011199
2007,Timber Falls,2.304122
2006,The Sensation Of Sight,0.292292
2007,Arranged,1.062884
2007,He Was a Quiet Man,4.176044
1934,Viva Villa!,0.331916
1939,The Return of Doctor X,0.668053
1970,The Cheyenne Social Club,2.506287
1928,"Laugh, Clown, Laugh",0.815852
1924,The Iron Horse,0.990037
1920,Just Pals,0.126531
1926,3 Bad Men,0.970037
1990,Heaven and Earth,0.142154
2001,Cat Soup,0.581091
2006,The Girl Who Leapt Through Time,12.430158
2007,Sex and Breakfast,0.792998
1972,What?,1.338179
2008,One Missed Call,11.104479
2008,First Sunday,7.383961
2008,Untraceable,7.85217
2008,Rambo,9.91556
2008,How She Move,0.868266
2008,Meet the Spartans,6.416753
2008,The Eye,8.233662
2008,Strange Wilderness,5.024661
2008,Over Her Dead Body,5.478127
2004,Fallen Art,0.481611
1976,Kings of the Road,6.008315
2007,The Signal,11.329733
2008,Hellboy II: The Golden Army,11.928661
1956,The Green Man,0.308907
2006,Ira & Abby,1.238213
2008,In Bruges,9.895652
1968,The Shoes of the Fisherman,1.795249
1964,That Man from Rio,2.789067
1993,"Clean, Shaven",3.143971
1983,À nos amours,3.609326
1942,Thunder Rock,0.225312
2006,Bamako,0.367324
1973,World on a Wire,5.168563
2003,The Bottom of the Sea,0.302424
2004,Cazuza: Time Doesn't Stop,1.519792
2006,Future by Design,0.259383
2007,Caramel,4.882962
2007,Poor Boy's Game,1.694417
2007,Operation Homecoming: Writing the Wartime Experience,0.0391
2007,Rise of the Footsoldier,11.397219
2007,Joe Strummer: The Future Is Unwritten,2.388657
2006,Canvas,1.130269
1934,The Count of Monte Cristo,0.573468
2006,Wedding Daze,5.847729
1936,The Prisoner of Shark Island,3.16183
1990,Dark Angel,7.958502
2007,Teeth,6.523545
1989,Crime Zone,0.015817
1982,Visiting Hours,2.544855
2006,"Big Bang Love, Juvenile A",1.521943
2005,Noriko's Dinner Table,1.326198
2008,Welcome Home Roscoe Jenkins,4.386145
2008,Fool's Gold,9.4548
1941,The Great Lie,2.326138
2007,Blue State,5.015328
2007,U2 3D,0.900864
2006,Deep Water,6.198833
2006,The Art of Negative Thinking,1.170779
1942,In Which We Serve,0.861823
2005,The Motel,0.275344
1966,Hunger,0.47293
1978,The Shout,4.906256
2008,Jumper,11.03897
2007,It's a Free World...,1.116784
2007,Already Dead,0.883553
2008,"Definitely, Maybe",12.553657
1955,I Live in Fear,1.645971
1928,Four Sons,0.320026
2007,The Air I Breathe,8.876157
1928,Hangman's House,0.179627
2006,Street Thief,0.727965
2004,The 10th District Court: Moments of Trial,0.636021
2008,Vantage Point,7.001645
2008,The Spiderwick Chronicles,11.133784
2008,Step Up 2: The Streets,7.667579
2008,Jodhaa Akbar,12.237488
1930,Born Reckless,0.365704
2000,Il Mare,2.816928
1930,Up the River,0.505703
2007,Great World of Sound,0.3097
2008,Witless Protection,8.655423
2008,The Other Boleyn Girl,9.778826
2008,Semi-Pro,6.733237
2007,"Run, Fatboy, Run",11.840495
2004,Crying Out Love in the Center of the World,1.298809
1931,Seas Beneath,0.081761
2007,Please Vote for Me,0.171225
2007,Taxi to the Dark Side,6.415898
2006,Out of the Blue,1.020201
2005,The Method,3.049732
1977,Which Way Is Up?,1.802461
2007,Grace is Gone,4.022198
2005,The Marksman,6.281762
2000,Gran Paradiso,0.001177
1943,Keeper of the Flame,0.67635
1948,The Emperor Waltz,1.300086
2007,Descent,2.703952
2008,College Road Trip,6.640014
2008,"10,000 BC",13.99377
2008,The Bank Job,8.732701
2008,Doomsday,13.436536
2008,Horton Hears a Who!,8.326699
2007,Funny Games,6.841586
2007,The Counterfeiters,9.637382
2007,Mongol: The Rise of Genghis Khan,6.375447
2007,War Dance,1.187409
2008,The Love Guru,6.258666
2008,VeggieTales: The Pirates Who Don't Do Anything,2.059236
2007,Diary of the Dead,12.001324
2007,Hallam Foe,8.762536
2006,Penelope,13.442999
2007,City of Men,3.527212
2007,Chicago 10,1.165384
2007,"Romulus, My Father",1.09486
1948,The Woman in White,0.550873
2007,Zeitgeist,4.777597
2004,Terkel in Trouble,2.213166
2007,Jellyfish,0.750591
2008,Justice League: The New Frontier,7.031719
2004,The District,1.321777
2006,The Hottest State,0.97551
2007,Then She Found Me,4.536658
1960,The Naked Island,1.771462
2007,Sigur Rós: Heima,1.646559
2008,What Just Happened,10.510245
2005,A Little Trip to Heaven,2.16269
1969,Downhill Racer,2.550124
2007,Saving Sarah Cain,0.717755
1993,Return of the Living Dead 3,9.796755
2008,Miss Pettigrew Lives for a Day,5.056926
2008,Snow Angels,5.080935
2007,Married Life,2.381704
2007,Believers,2.209294
1941,Sun Valley Serenade,0.77811
1986,Mala Noche,2.916721
2004,On the Outs,0.254917
2004,Stupid Boy,0.744643
2007,The Class,4.124123
2008,The Dark Knight,123.167259
1933,Doctor Bull,0.418583
1966,Made in U.S.A,1.208341
1985,Restless Natives,0.953686
2007,Quiet City,0.404753
1983,Phar Lap,0.709445
2006,51 Birch Street,0.228169
2005,Black Dawn,9.989719
2007,The Hammer,1.46346
2008,Never Back Down,14.753931
2007,Terror's Advocate,1.33924
2007,9 Star Hotel,0.003741
1927,Napoleon,1.742727
2008,CJ7,5.917685
2008,Drillbit Taylor,7.855932
2001,Dead Awake,0.407369
2008,Under the Same Moon,2.410635
2005,Tropical Malady,1.42333
2007,Slipstream,10.627974
1975,Terror of Mechagodzilla,2.168262
1931,The Smiling Lieutenant,1.209386
2006,Alatriste,5.035414
1983,Joysticks,2.290725
2005,Spirit Trap,1.099967
1975,The Promised Land,0.902102
2007,Youth Without Youth,3.934387
2006,Khadak,0.521339
2008,21,8.33756
2008,Smart People,3.756539
2005,Pierrepoint: The Last Hangman,1.987406
2007,The Hawk Is Dying,0.209747
1983,Le Bal,0.674605
2006,The Gymnast,0.618117
2008,The Shepherd: Border Patrol,3.330171
2008,Leatherheads,9.37102
2007,Assembly,7.404835
1981,Why Not?,0.41307
1986,Pirates,3.916952
2004,Zebraman,1.184277
1967,Marketa Lazarová,2.484463
2008,Stop-Loss,5.430566
2008,Shine a Light,2.43629
2007,Dark Matter,1.948537
2008,The Business of Being Born,1.057283
1964,Black Peter,0.953547
2007,The Aerial,1.59064
1982,Chan Is Missing,0.506267
2005,Close to Home,0.370231
2006,White Palms,0.550164
2007,Saawariya,1.859399
2008,Julia,2.002032
2008,I Always Wanted to Be a Gangster,1.839285
2008,Just Anybody,0.238914
2007,The Pope's Toilet,1.589157
2007,Inside,8.159445
2008,Nim's Island,7.558125
2008,The Ruins,7.192452
2007,Joy Division,1.394174
2007,Manda Bala (Send a Bullet),0.507587
2008,Forgetting Sarah Marshall,15.106676
2007,Sex and Death 101,4.456694
2008,Superhero Movie,7.876483
2008,Street Kings,13.246795
2007,The Visitor,9.04083
2008,Harold & Kumar Escape from Guantanamo Bay,13.065315
2007,99 francs,8.204654
2006,Private Property,1.733661
2008,Speed Racer,7.134168
2007,Gabriel,3.840024
2008,Diminished Capacity,1.753039
2003,Nathalie...,1.213791
2007,Chapter 27,3.695319
1973,The Thief Who Came to Dinner,0.479557
2008,The Forbidden Kingdom,6.997601
2008,Where in the World Is Osama Bin Laden?,1.476045
2007,The Life Before Her Eyes,12.914737
2006,"Puff, Puff, Pass",5.419965
1972,Pulp,1.397348
2007,Virgin Territory,6.100498
2008,Happy-Go-Lucky,11.361898
2008,Religulous,9.045712
2007,Outpost,5.004215
2006,Are You Scared?,1.487765
2005,Before Flying Back to Earth,0.212159
2006,Bernard and Doris,1.333473
2007,Son of Rambow,7.391932
2007,Super High Me,11.320193
1940,Black Friday,1.1357
1936,The Invisible Ray,1.486415
1932,Murders in the Rue Morgue,2.522351
1975,The Killer Elite,1.3963
1936,Tarzan Escapes,1.610075
1939,Tarzan Finds a Son!,2.40912
1941,Tarzan's Secret Treasure,1.290506
1942,Tarzan's New York Adventure,4.17024
1952,Viva Zapata!,5.983838
2004,Antares,0.927134
2006,Outsourced,8.735319
2008,Deception,7.720729
2008,Baby Mama,10.901355
2006,The Unknown Woman,3.732055
2006,Delirious,4.297666
2006,Klimt,2.987019
2008,Expelled: No Intelligence Allowed,1.787297
2005,Viva Cuba,0.867439
2008,Prom Night,7.18216
2005,The White Massai,1.195186
2008,Iron Man,22.073099
1999,Possessed,0.529774
2008,Made of Honor,6.417385
2008,Redbelt,5.130795
2008,Mister Lonely,2.411188
2007,Anamorph,6.410775
2001,"The Bread, My Sweet",0.958152
2008,Taken,16.367481
2008,Hero Wanted,3.382052
2007,Flight of the Red Balloon,2.039973
2008,The Fall,15.855108
2008,Stargate: The Ark of Truth,9.218164
2007,Walk All Over Me,2.469353
2006,Blind Dating,3.691443
2007,Meet Bill,6.226054
2007,An American Crime,7.478007
2008,What Happens in Vegas,10.054226
2007,White Night,1.055376
2007,American Pie Presents: Beta House,7.777928
2007,Numb,2.445362
2006,Bella,1.654328
1993,Fiorile,1.087972
1953,The Man Between,5.291637
1940,The Stars Look Down,0.703699
2006,The Unknown Soldier,0.050234
2006,a/k/a Tommy Chong,1.921223
2008,The Chronicles of Narnia: Prince Caspian,12.490891
2006,Reprise,1.871718
1949,The Window,0.937987
2006,The Ron Clark Story,1.912009
2007,Shelter,7.72654
2008,American Crude,5.678168
2008,Young @ Heart,1.582832
2008,"War, Inc.",4.800426
2007,The Year of the Wolf,0.167646
2007,The Girl Next Door,4.763911
2007,King Corn,0.964027
2008,Indiana Jones and the Kingdom of the Crystal Skull,12.577266
2007,How to Rob a Bank,3.210918
